UTC Date/Time,Magnetic magnetic_noise, Induced Signal(dB),Average Magnetic Noise,Average Induced Signal
2019-01-05 17:36:14,-111.918,-118.09,-111.945,-118.0697
2019-01-05 17:36:18,-111.939,-118.09,-111.9446,-118.0574
2019-01-05 17:36:22,-111.939,-117.973,-111.9444,-118.0481
2019-01-05 17:36:26,-111.877,-117.951,-111.9441,-118.0423
2019-01-05 17:36:30,-111.895,-118.18,-111.9438,-118.0391
2019-01-05 17:36:34,-111.942,-118.335,-111.9435,-118.0395
2019-01-05 17:36:38,-111.942,-118.335,-111.9432,-118.041
2019-01-05 17:36:42,-111.947,-118.17,-111.9429,-118.043
2019-01-05 17:36:46,-111.947,-117.898,-111.943,-118.0465
2019-01-05 17:36:50,-111.85,-117.898,-111.9441,-118.0446
2019-01-05 17:36:54,-111.888,-117.94,-111.9457,-118.0535
2019-01-05 17:36:58,-111.901,-117.985,-111.9466,-118.0588
2019-01-05 17:37:02,-111.901,-117.985,-111.9476,-118.0642
2019-01-05 17:37:06,-111.946,-118.027,-111.9489,-118.0696
2019-01-05 17:37:10,-111.951,-118.102,-111.9511,-118.0762
2019-01-05 17:37:14,-111.97,-118.102,-111.9532,-118.0655
2019-01-05 17:37:18,-111.97,-117.963,-111.9564,-118.051
2019-01-05 17:37:22,-111.867,-117.87,-111.9599,-118.0365
2019-01-05 17:37:26,-111.867,-117.98,-111.9634,-118.022
2019-01-05 17:37:30,-111.891,-118.195,-111.9668,-118.0336
2019-01-05 17:37:34,-111.982,-118.197,-111.9704,-118.0493
2019-01-05 17:37:38,-111.982,-118.197,-111.9738,-118.0628
2019-01-05 17:37:42,-111.958,-118.082,-111.9756,-118.0674
2019-01-05 17:37:46,-111.95,-118.082,-111.9774,-118.0727
2019-01-05 17:37:50,-111.966,-117.967,-111.9782,-118.0798
2019-01-05 17:37:54,-112.004,-118.045,-111.979,-118.0851
2019-01-05 17:37:58,-112.012,-118.045,-111.9798,-118.0905
2019-01-05 17:38:02,-112.012,-117.88,-111.9816,-118.1034
2019-01-05 17:38:06,-112.021,-118.13,-111.9832,-118.1209
2019-01-05 17:38:10,-112.021,-118.211,-111.9838,-118.129
2019-01-05 17:38:14,-111.897,-118.211,-111.9845,-118.1227
2019-01-05 17:38:18,-111.962,-118.077,-111.986,-118.1171
2019-01-05 17:38:22,-111.962,-118.09,-111.9875,-118.1156
2019-01-05 17:38:26,-111.982,-118.17,-111.9886,-118.1226
2019-01-05 17:38:30,-111.982,-118.207,-111.9887,-118.1296
2019-01-05 17:38:34,-111.959,-118.21,-111.9881,-118.1282
2019-01-05 17:38:38,-111.908,-118.221,-111.987,-118.1255
2019-01-05 17:38:42,-111.889,-118.221,-111.9859,-118.1286
2019-01-05 17:38:46,-111.988,-118.142,-111.9847,-118.1401
2019-01-05 17:38:50,-111.988,-118.07,-111.9834,-118.1247
2019-01-05 17:38:54,-111.935,-118.085,-111.9821,-118.1038
2019-01-05 17:38:58,-111.984,-118.166,-111.9807,-118.0894
2019-01-05 17:39:02,-112.001,-118.222,-111.9809,-118.0936
2019-01-05 17:39:06,-112.001,-118.222,-111.981,-118.0972
2019-01-05 17:39:10,-111.969,-117.939,-111.9822,-118.0938
2019-01-05 17:39:14,-111.955,-117.991,-111.9807,-118.0771
2019-01-05 17:39:18,-111.886,-118.108,-111.9792,-118.0635
2019-01-05 17:39:22,-111.912,-118.108,-111.9759,-118.0494
2019-01-05 17:39:26,-111.989,-117.822,-111.9726,-118.0416
2019-01-05 17:39:30,-111.989,-117.794,-111.9688,-118.0415
2019-01-05 17:39:34,-111.989,-117.924,-111.9649,-118.045
2019-01-05 17:39:38,-111.985,-118.161,-111.9613,-118.0377
2019-01-05 17:39:42,-111.985,-118.161,-111.9577,-118.0204
2019-01-05 17:39:46,-111.933,-118.101,-111.9553,-118.0002
2019-01-05 17:39:50,-111.933,-117.874,-111.9531,-117.9892
2019-01-05 17:39:55,-111.897,-117.939,-111.953,-117.997
2019-01-05 17:39:59,-111.897,-117.939,-111.9521,-118.0053
2019-01-05 17:40:03,-111.904,-118.064,-111.9509,-118.0077
2019-01-05 17:40:07,-111.904,-118.14,-111.9498,-118.0099
2019-01-05 17:40:11,-111.916,-118.14,-111.9488,-118.0258
2019-01-05 17:40:15,-111.916,-117.939,-111.9479,-118.0432
2019-01-05 17:40:19,-111.906,-117.819,-111.9469,-118.0533
2019-01-05 17:40:23,-111.94,-117.819,-111.946,-118.0524
2019-01-05 17:40:27,-111.94,-118.002,-111.9432,-118.0515
2019-01-05 17:40:31,-111.988,-118.094,-111.9403,-118.0454
2019-01-05 17:40:35,-111.988,-118.157,-111.9421,-118.0453
2019-01-05 17:40:39,-111.981,-118.157,-111.944,-118.0498
2019-01-05 17:40:43,-111.966,-118.151,-111.9467,-118.0542
2019-01-05 17:40:47,-111.929,-118.142,-111.9494,-118.0478
2019-01-05 17:40:51,-111.921,-118.142,-111.9514,-118.0426
2019-01-05 17:40:55,-111.858,-118.125,-111.9534,-118.0424
2019-01-05 17:40:59,-111.927,-118.143,-111.9549,-118.0523
2019-01-05 17:41:03,-112.074,-118.143,-111.9573,-118.063
2019-01-05 17:41:07,-112.074,-117.979,-111.9585,-118.0706
2019-01-05 17:41:11,-112.015,-117.873,-111.9597,-118.0762
2019-01-05 17:41:15,-111.88,-118.028,-111.9596,-118.0772
2019-01-05 17:41:19,-111.909,-118.028,-111.9608,-118.0702
2019-01-05 17:41:23,-111.97,-117.935,-111.9642,-118.0606
2019-01-05 17:41:27,-111.97,-118.035,-111.9676,-118.0555
2019-01-05 17:41:31,-111.928,-118.137,-111.971,-118.0508
2019-01-05 17:41:35,-111.946,-118.137,-111.9727,-118.0447
2019-01-05 17:41:39,-111.946,-118.032,-111.9745,-118.0378
2019-01-05 17:41:43,-111.92,-117.971,-111.9762,-118.0323
2019-01-05 17:41:47,-111.964,-118.115,-111.9797,-118.041
2019-01-05 17:41:51,-112.049,-118.115,-111.9833,-118.0579
2019-01-05 17:41:55,-112.049,-118.016,-111.9847,-118.0739
2019-01-05 17:41:59,-111.991,-117.965,-111.986,-118.0822
2019-01-05 17:42:03,-111.93,-118.048,-111.9865,-118.0782
2019-01-05 17:42:07,-112.034,-118.048,-111.987,-118.0763
2019-01-05 17:42:11,-112.034,-118.022,-111.9888,-118.0871
2019-01-05 17:42:15,-112.0,-117.986,-111.9905,-118.0928
2019-01-05 17:42:19,-112.0,-118.033,-111.9916,-118.0962
2019-01-05 17:42:23,-111.939,-118.317,-111.9917,-118.1048
2019-01-05 17:42:27,-111.952,-118.317,-111.9919,-118.1062
2019-01-05 17:42:31,-111.952,-118.193,-111.9921,-118.1042
2019-01-05 17:42:35,-111.999,-118.193,-111.9903,-118.1022
2019-01-05 17:42:39,-111.999,-117.95,-111.9871,-118.096
2019-01-05 17:42:43,-111.994,-117.896,-111.9821,-118.0934
2019-01-05 17:42:47,-111.981,-118.251,-111.9776,-118.0983
2019-01-05 17:42:51,-111.967,-118.251,-111.9757,-118.1032
2019-01-05 17:42:55,-111.967,-118.204,-111.9754,-118.1003
2019-01-05 17:42:59,-111.927,-118.204,-111.9727,-118.1029
2019-01-05 17:43:03,-111.913,-118.0,-111.9696,-118.1031
2019-01-05 17:43:07,-111.928,-118.075,-111.9665,-118.0844
2019-01-05 17:43:11,-111.928,-118.075,-111.9638,-118.0635
2019-01-05 17:43:15,-111.995,-117.892,-111.9608,-118.0488
2019-01-05 17:43:19,-111.995,-117.913,-111.9581,-118.0413
2019-01-05 17:43:23,-111.915,-118.146,-111.956,-118.0463
2019-01-05 17:43:27,-111.933,-118.146,-111.9557,-118.024
2019-01-05 17:43:31,-111.945,-117.963,-111.9554,-118.0047
2019-01-05 17:43:35,-112.009,-118.038,-111.9551,-117.9913
2019-01-05 17:43:39,-112.009,-118.038,-111.9555,-117.9885
2019-01-05 17:43:43,-111.939,-117.944,-111.9559,-117.9857
2019-01-05 17:43:47,-111.939,-117.899,-111.9563,-117.9918
2019-01-05 17:43:51,-111.878,-117.899,-111.957,-117.9936
2019-01-05 17:43:55,-105.469,-108.419,-111.9597,-117.9954
2019-01-05 17:43:59,-99.471,-101.688,-111.9616,-118.0049
2019-01-05 17:44:03,-111.642,-117.494,-111.9624,-118.0112
2019-01-05 17:44:07,-111.975,-117.903,-111.9622,-118.0045
2019-01-05 17:44:11,-111.975,-118.01,-111.9594,-117.9931
2019-01-05 17:44:15,-111.982,-118.154,-111.9567,-117.9909
2019-01-05 17:44:19,-111.982,-118.154,-111.9564,-118.0024
2019-01-05 17:44:23,-111.966,-118.11,-111.9565,-118.0139
2019-01-05 17:44:27,-111.935,-118.107,-111.9566,-118.0212
2019-01-05 17:44:31,-111.949,-118.107,-111.9577,-118.0328
2019-01-05 17:44:35,-111.999,-118.063,-111.9595,-118.0444
2019-01-05 17:44:39,-111.999,-118.026,-111.9612,-118.03
2019-01-05 17:44:43,-111.913,-118.026,-111.963,-118.0389
2019-01-05 17:44:47,-111.913,-117.941,-111.9629,-118.0813
2019-01-05 17:44:51,-111.82,-117.924,-111.9629,-118.1032
2019-01-05 17:44:55,-111.94,-118.245,-111.9639,-118.1075
2019-01-05 17:44:59,-111.94,-118.245,-111.9656,-118.1047
2019-01-05 17:45:03,-111.829,-118.074,-111.9665,-118.1019
2019-01-05 17:45:07,-111.974,-118.108,-111.9656,-118.1009
2019-01-05 17:45:11,-111.974,-118.108,-111.9663,-118.0975
2019-01-05 17:45:15,-111.968,-117.771,-111.9669,-118.0854
2019-01-05 17:45:19,-112.009,-118.209,-111.9692,-118.0736
2019-01-05 17:45:23,-112.009,-118.341,-111.9724,-118.08
2019-01-05 17:45:27,-111.943,-118.341,-111.9751,-118.0864
2019-01-05 17:45:31,-111.937,-118.097,-111.9766,-118.0909
2019-01-05 17:45:35,-111.937,-118.097,-111.978,-118.0935
2019-01-05 17:45:39,-111.995,-118.097,-111.9795,-118.0699
2019-01-05 17:45:43,-112.015,-118.09,-111.9809,-118.0486
2019-01-05 17:45:47,-112.015,-118.04,-111.9819,-118.0436
2019-01-05 17:45:51,-111.957,-117.865,-111.9813,-118.0392
2019-01-05 17:45:55,-111.93,-117.827,-111.9806,-118.0349
2019-01-05 17:45:59,-111.995,-118.154,-111.9798,-118.0457
2019-01-05 17:46:03,-112.012,-118.154,-111.979,-118.0361
2019-01-05 17:46:07,-112.012,-118.03,-111.9795,-118.0216
2019-01-05 17:46:11,-111.969,-117.976,-111.98,-118.0072
2019-01-05 17:46:15,-111.969,-117.774,-111.9794,-118.0031
2019-01-05 17:46:19,-111.911,-117.82,-111.9784,-118.0058
2019-01-05 17:46:23,-111.911,-117.973,-111.978,-118.0094
2019-01-05 17:46:27,-111.958,-118.021,-111.9794,-118.0134
2019-01-05 17:46:31,-111.958,-118.021,-111.9788,-118.0136
2019-01-05 17:46:35,-111.925,-117.987,-111.9771,-118.0178
2019-01-05 17:46:39,-111.925,-118.016,-111.9736,-118.0255
2019-01-05 17:46:43,-112.007,-118.053,-111.9701,-118.0215
2019-01-05 17:46:47,-112.007,-118.053,-111.9674,-118.0175
2019-01-05 17:46:51,-111.984,-118.014,-111.9661,-118.0292
2019-01-05 17:46:55,-111.984,-118.15,-111.9647,-118.0435
2019-01-05 17:46:59,-111.961,-118.17,-111.9648,-118.0646
2019-01-05 17:47:03,-111.988,-118.17,-111.9657,-118.0833
2019-01-05 17:47:07,-111.988,-118.045,-111.9672,-118.0913
2019-01-05 17:47:11,-111.853,-117.949,-111.9686,-118.0915
2019-01-05 17:47:15,-111.923,-117.98,-111.9701,-118.0939
2019-01-05 17:47:19,-111.935,-118.074,-111.9715,-118.0979
2019-01-05 17:47:23,-111.942,-118.074,-111.973,-118.0937
2019-01-05 17:47:27,-111.942,-118.263,-111.9731,-118.0838
2019-01-05 17:47:31,-111.941,-118.263,-111.9733,-118.0786
2019-01-05 17:47:35,-112.021,-118.195,-111.9734,-118.0845
2019-01-05 17:47:39,-112.021,-118.195,-111.9734,-118.0836
2019-01-05 17:47:43,-111.97,-118.132,-111.9734,-118.0802
2019-01-05 17:47:47,-111.987,-118.025,-111.9736,-118.0902
2019-01-05 17:47:51,-111.987,-118.069,-111.9738,-118.1064
2019-01-05 17:47:55,-111.987,-118.069,-111.9751,-118.118
2019-01-05 17:47:59,-111.987,-117.932,-111.977,-118.1291
2019-01-05 17:48:03,-111.929,-117.854,-111.9784,-118.1355
2019-01-05 17:48:07,-111.948,-117.95,-111.9798,-118.1419
2019-01-05 17:48:11,-111.988,-118.132,-111.9811,-118.1363
2019-01-05 17:48:15,-111.988,-118.132,-111.9822,-118.1274
2019-01-05 17:48:19,-111.979,-118.101,-111.9819,-118.1279
2019-01-05 17:48:23,-111.942,-118.369,-111.9807,-118.1283
2019-01-05 17:48:27,-111.997,-118.369,-111.9795,-118.1246
2019-01-05 17:48:31,-112.0,-118.181,-111.9783,-118.1142
2019-01-05 17:48:35,-112.0,-118.202,-111.9763,-118.1073
2019-01-05 17:48:39,-111.915,-118.202,-111.9744,-118.1096
2019-01-05 17:48:43,-111.915,-118.202,-111.9724,-118.1264
2019-01-05 17:48:47,-111.893,-118.153,-111.9704,-118.147
2019-01-05 17:48:51,-111.97,-118.084,-111.9692,-118.1587
2019-01-05 17:48:55,-111.97,-118.204,-111.9687,-118.1647
2019-01-05 17:48:59,-111.963,-118.204,-111.9682,-118.1708
2019-01-05 17:49:03,-111.963,-118.058,-111.9688,-118.1659
2019-01-05 17:49:07,-111.927,-117.817,-111.9693,-118.1355
2019-01-05 17:49:11,-111.948,-117.931,-111.9702,-118.1193
2019-01-05 17:49:15,-111.948,-118.116,-111.9718,-118.117
2019-01-05 17:49:19,-111.933,-118.267,-111.9739,-118.1137
2019-01-05 17:49:23,-111.887,-118.267,-111.9757,-118.1085
2019-01-05 17:49:27,-111.962,-118.183,-111.9771,-118.0926
2019-01-05 17:49:31,-111.977,-118.253,-111.9785,-118.0895
2019-01-05 17:49:35,-111.977,-118.253,-111.9784,-118.094
2019-01-05 17:49:39,-112.045,-118.004,-111.9783,-118.0925
2019-01-05 17:49:43,-112.045,-117.76,-111.9781,-118.088
2019-01-05 17:49:47,-112.005,-118.045,-111.9775,-118.0788
2019-01-05 17:49:51,-111.999,-118.136,-111.9768,-118.0871
2019-01-05 17:49:55,-111.999,-118.136,-111.9769,-118.1007
2019-01-05 17:49:59,-112.021,-118.098,-111.9776,-118.1092
2019-01-05 17:50:03,-112.021,-117.883,-111.9781,-118.1102
2019-01-05 17:50:07,-111.961,-118.091,-111.9788,-118.1065
2019-01-05 17:50:11,-111.94,-118.174,-111.9781,-118.1037
2019-01-05 17:50:15,-111.949,-118.174,-111.9768,-118.0818
2019-01-05 17:50:20,-111.949,-118.115,-111.9753,-118.0585
2019-01-05 17:50:24,-111.95,-117.873,-111.9726,-118.0477
2019-01-05 17:50:28,-111.96,-117.983,-111.9695,-118.0606
2019-01-05 17:50:32,-111.96,-118.203,-111.9661,-118.0592
2019-01-05 17:50:36,-111.95,-118.287,-111.9623,-118.0639
2019-01-05 17:50:40,-111.95,-118.287,-111.9586,-118.0685
2019-01-05 17:50:44,-111.971,-118.192,-111.9554,-118.0681
2019-01-05 17:50:48,-111.971,-118.127,-111.9526,-118.0761
2019-01-05 17:50:52,-111.937,-117.816,-111.9515,-118.0824
2019-01-05 17:50:56,-111.937,-117.787,-111.9523,-118.0846
2019-01-05 17:51:00,-111.946,-117.787,-111.9531,-118.0869
2019-01-05 17:51:04,-111.946,-118.018,-111.954,-118.0875
2019-01-05 17:51:08,-111.901,-118.018,-111.9553,-118.1003
2019-01-05 17:51:12,-111.902,-118.229,-111.9567,-118.1068
2019-01-05 17:51:16,-111.937,-118.229,-111.9581,-118.1024
2019-01-05 17:51:20,-111.983,-118.089,-111.9589,-118.0945
2019-01-05 17:51:24,-111.983,-118.043,-111.9598,-118.0878
2019-01-05 17:51:28,-111.942,-118.216,-111.9611,-118.0858
2019-01-05 17:51:32,-111.942,-118.22,-111.963,-118.0807
2019-01-05 17:51:36,-111.977,-118.22,-111.9648,-118.0893
2019-01-05 17:51:40,-111.977,-118.127,-111.9665,-118.1043
2019-01-05 17:51:44,-111.977,-118.127,-111.9681,-118.1194
2019-01-05 17:51:48,-111.944,-118.114,-111.9702,-118.1114
2019-01-05 17:51:52,-111.987,-118.114,-111.9723,-118.1115
2019-01-05 17:51:56,-111.987,-118.131,-111.974,-118.1077
2019-01-05 17:52:00,-111.909,-118.152,-111.9756,-118.1038
2019-01-05 17:52:04,-111.969,-118.152,-111.9751,-118.1016
2019-01-05 17:52:08,-111.969,-118.025,-111.9738,-118.0932
2019-01-05 17:52:12,-111.992,-117.987,-111.9708,-118.0764
2019-01-05 17:52:16,-112.028,-118.088,-111.9678,-118.0607
2019-01-05 17:52:20,-112.028,-118.088,-111.9648,-118.0449
2019-01-05 17:52:24,-111.979,-117.858,-111.9603,-118.0334
2019-01-05 17:52:28,-111.812,-118.021,-111.9559,-118.0313
2019-01-05 17:52:32,-111.913,-118.152,-111.9514,-118.0298
2019-01-05 17:52:36,-111.917,-118.152,-111.947,-118.0273
2019-01-05 17:52:40,-111.917,-118.046,-111.9426,-118.0359
2019-01-05 17:52:44,-111.979,-117.875,-111.9389,-118.0458
2019-01-05 17:52:48,-111.979,-117.879,-111.9347,-118.0557
2019-01-05 17:52:52,-111.931,-117.905,-111.9305,-118.0654
2019-01-05 17:52:56,-111.887,-117.905,-111.9263,-118.0687
2019-01-05 17:53:00,-111.873,-117.897,-111.9232,-118.0671
2019-01-05 17:53:04,-111.873,-118.085,-111.9223,-118.0628
2019-01-05 17:53:08,-111.879,-118.085,-111.9208,-118.069
2019-01-05 17:53:12,-111.888,-118.063,-111.9182,-118.0636
2019-01-05 17:53:16,-111.889,-118.304,-111.9156,-118.0689
2019-01-05 17:53:20,-111.903,-118.349,-111.913,-118.0804
2019-01-05 17:53:24,-111.975,-118.349,-111.9128,-118.0972
2019-01-05 17:53:28,-111.975,-118.219,-111.9133,-118.1182
2019-01-05 17:53:32,-111.917,-118.055,-111.9138,-118.1208
2019-01-05 17:53:36,-111.851,-118.055,-111.9143,-118.1176
2019-01-05 17:53:40,-111.875,-118.002,-111.9148,-118.1221
2019-01-05 17:53:44,-111.875,-117.982,-111.9167,-118.127
2019-01-05 17:53:48,-111.962,-117.912,-111.9199,-118.1321
2019-01-05 17:53:52,-111.962,-118.259,-111.9238,-118.1388
2019-01-05 17:53:56,-111.948,-118.382,-111.9286,-118.1466
2019-01-05 17:54:00,-111.927,-118.382,-111.9333,-118.1332
2019-01-05 17:54:04,-111.927,-118.295,-111.9377,-118.112
2019-01-05 17:54:08,-111.926,-117.93,-111.9422,-118.0905
2019-01-05 17:54:12,-111.895,-117.841,-111.9467,-118.0834
2019-01-05 17:54:16,-111.833,-117.995,-111.951,-118.0889
2019-01-05 17:54:20,-111.902,-117.995,-111.9547,-118.0945
2019-01-05 17:54:24,-111.966,-118.188,-111.9561,-118.0885
2019-01-05 17:54:28,-112.012,-118.219,-111.9582,-118.0839
2019-01-05 17:54:32,-112.012,-118.219,-111.9601,-118.0918
2019-01-05 17:54:36,-111.951,-118.036,-111.9612,-118.0822
2019-01-05 17:54:40,-111.984,-117.925,-111.9622,-118.0561
2019-01-05 17:54:44,-111.984,-117.918,-111.9632,-118.0316
2019-01-05 17:54:48,-111.99,-118.078,-111.9643,-118.0228
2019-01-05 17:54:52,-111.993,-118.166,-111.9654,-118.0394
2019-01-05 17:54:56,-111.996,-118.166,-111.967,-118.0603
2019-01-05 17:55:00,-111.996,-117.881,-111.9687,-118.0736
2019-01-05 17:55:04,-111.965,-117.892,-111.9707,-118.086
2019-01-05 17:55:08,-111.948,-118.068,-111.9718,-118.0873
2019-01-05 17:55:12,-111.948,-118.068,-111.9722,-118.0816
2019-01-05 17:55:16,-111.945,-117.859,-111.9716,-118.0787
2019-01-05 17:55:20,-111.905,-117.894,-111.9714,-118.0858
2019-01-05 17:55:24,-111.943,-118.118,-111.9709,-118.0984
2019-01-05 17:55:28,-111.943,-118.261,-111.9703,-118.0868
2019-01-05 17:55:32,-111.96,-118.261,-111.9696,-118.0933
2019-01-05 17:55:36,-111.96,-118.26,-111.9677,-118.0953
2019-01-05 17:55:40,-111.968,-118.243,-111.9658,-118.097
2019-01-05 17:55:44,-111.973,-118.215,-111.9644,-118.1105
2019-01-05 17:55:48,-111.973,-118.105,-111.963,-118.1153
2019-01-05 17:55:52,-112.009,-118.16,-111.9624,-118.0999
2019-01-05 17:55:56,-112.009,-118.178,-111.9621,-118.0869
2019-01-05 17:56:00,-111.927,-118.178,-111.9618,-118.0898
2019-01-05 17:56:04,-111.98,-117.686,-111.9624,-118.091
2019-01-05 17:56:08,-111.98,-118.206,-111.9631,-118.0804
2019-01-05 17:56:12,-111.952,-118.206,-111.9645,-118.0627
2019-01-05 17:56:16,-111.918,-118.201,-111.9645,-118.0449
2019-01-05 17:56:20,-111.886,-118.151,-111.9636,-118.0264
2019-01-05 17:56:24,-111.896,-117.989,-111.9624,-118.0087
2019-01-05 17:56:28,-111.962,-117.76,-111.9617,-117.9917
2019-01-05 17:56:32,-111.977,-117.807,-111.9618,-117.989
2019-01-05 17:56:36,-111.977,-117.918,-111.9618,-117.9852
2019-01-05 17:56:40,-111.943,-117.918,-111.9586,-117.9805
2019-01-05 17:56:44,-111.943,-117.905,-111.9555,-117.9696
2019-01-05 17:56:48,-111.913,-117.906,-111.9548,-117.9914
2019-01-05 17:56:52,-111.96,-117.906,-111.9542,-117.9871
2019-01-05 17:56:56,-111.974,-117.889,-111.9549,-117.9785
2019-01-05 17:57:00,-111.974,-117.889,-111.9549,-117.9637
2019-01-05 17:57:04,-111.901,-117.875,-111.9544,-117.9551
2019-01-05 17:57:08,-111.917,-118.053,-111.9538,-117.9617
2019-01-05 17:57:12,-111.917,-118.084,-111.9538,-117.9798
2019-01-05 17:57:16,-111.996,-118.084,-111.9541,-117.9976
2019-01-05 17:57:20,-111.996,-117.96,-111.9546,-118.0182
2019-01-05 17:57:24,-111.913,-118.121,-111.955,-118.044
2019-01-05 17:57:28,-111.906,-118.121,-111.9554,-118.0705
2019-01-05 17:57:32,-111.967,-118.032,-111.9551,-118.0913
2019-01-05 17:57:36,-111.967,-117.906,-111.9556,-118.1049
2019-01-05 17:57:40,-111.906,-117.979,-111.9569,-118.1275
2019-01-05 17:57:44,-111.951,-118.121,-111.9582,-118.1501
2019-01-05 17:57:48,-111.951,-118.121,-111.9586,-118.1715
2019-01-05 17:57:52,-111.951,-118.163,-111.9584,-118.184
2019-01-05 17:57:56,-111.942,-118.331,-111.9581,-118.1899
2019-01-05 17:58:00,-111.969,-118.434,-111.9607,-118.2006
2019-01-05 17:58:04,-111.969,-118.434,-111.9635,-118.2222
2019-01-05 17:58:08,-111.99,-118.323,-111.9637,-118.2358
2019-01-05 17:58:12,-111.99,-118.178,-111.9641,-118.2421
2019-01-05 17:58:16,-111.972,-118.341,-111.9659,-118.2558
2019-01-05 17:58:20,-111.969,-118.341,-111.9684,-118.2759
2019-01-05 17:58:24,-111.969,-118.303,-111.9708,-118.2873
2019-01-05 17:58:28,-111.926,-118.303,-111.9731,-118.2921
2019-01-05 17:58:32,-111.961,-118.202,-111.9754,-118.297
2019-01-05 17:58:36,-111.961,-118.299,-111.9778,-118.2945
2019-01-05 17:58:40,-112.017,-118.392,-111.9802,-118.2775
2019-01-05 17:58:44,-112.017,-118.392,-111.9807,-118.2553
2019-01-05 17:58:48,-111.975,-118.247,-111.9814,-118.2421
2019-01-05 17:58:52,-111.972,-118.307,-111.9809,-118.237
2019-01-05 17:58:56,-111.964,-118.307,-111.9799,-118.239
2019-01-05 17:59:00,-112.002,-118.207,-111.9789,-118.2275
2019-01-05 17:59:04,-112.002,-118.218,-111.9793,-118.214
2019-01-05 17:59:08,-111.998,-118.218,-111.9799,-118.2055
2019-01-05 17:59:12,-111.998,-118.113,-111.9804,-118.1979
2019-01-05 17:59:16,-111.959,-117.991,-111.9799,-118.1953
2019-01-05 17:59:20,-111.945,-117.991,-111.9788,-118.1864
2019-01-05 17:59:24,-111.904,-118.169,-111.9775,-118.1696
2019-01-05 17:59:28,-111.949,-118.22,-111.9736,-118.1507
2019-01-05 17:59:32,-111.981,-118.22,-111.9696,-118.1456
2019-01-05 17:59:36,-111.981,-118.11,-111.9643,-118.1375
2019-01-05 17:59:40,-111.925,-118.07,-111.9589,-118.1238
2019-01-05 17:59:44,-111.946,-118.134,-111.955,-118.1107
2019-01-05 17:59:48,-111.979,-118.15,-111.9512,-118.1029
2019-01-05 17:59:52,-111.979,-118.15,-111.9473,-118.0951
2019-01-05 17:59:56,-111.96,-118.122,-111.9448,-118.0883
2019-01-05 18:00:00,-111.882,-118.057,-111.9425,-118.0851
2019-01-05 18:00:04,-111.882,-118.013,-111.941,-118.0803
2019-01-05 18:00:08,-111.895,-118.145,-111.9419,-118.0736
2019-01-05 18:00:12,-111.895,-118.145,-111.9439,-118.0766
2019-01-05 18:00:16,-111.891,-118.033,-111.9464,-118.0795
2019-01-05 18:00:20,-111.921,-117.945,-111.9489,-118.088
2019-01-05 18:00:24,-111.951,-118.062,-111.9499,-118.0943
2019-01-05 18:00:28,-111.951,-118.062,-111.9483,-118.0974
2019-01-05 18:00:32,-111.948,-117.977,-111.9466,-118.0969
2019-01-05 18:00:37,-111.895,-117.928,-111.9459,-118.0631
2019-01-05 18:00:41,-111.894,-117.895,-111.9458,-118.0563
2019-01-05 18:00:45,-112.017,-118.035,-111.9458,-118.0529
2019-01-05 18:00:49,-112.017,-118.279,-111.9453,-118.047
2019-01-05 18:00:53,-111.999,-118.279,-111.9449,-118.0146
2019-01-05 18:00:57,-111.999,-118.279,-111.9459,-117.9785
2019-01-05 18:01:01,-111.911,-118.196,-111.9464,-117.9417
2019-01-05 18:01:05,-111.945,-118.196,-111.9457,-117.9006
2019-01-05 18:01:09,-111.945,-118.14,-111.9454,-117.84
2019-01-05 18:01:13,-111.886,-117.473,-111.9452,-117.7817
2019-01-05 18:01:17,-111.946,-117.988,-111.9436,-117.7276
2019-01-05 18:01:21,-111.946,-117.988,-111.9419,-117.6744
2019-01-05 18:01:25,-111.865,-117.895,-111.9401,-117.6231
2019-01-05 18:01:29,-111.88,-117.497,-111.937,-117.5685
2019-01-05 18:01:33,-111.88,-117.424,-111.9344,-117.5017
2019-01-05 18:01:37,-111.862,-117.295,-111.9319,-117.4335
2019-01-05 18:01:41,-111.916,-117.125,-111.9293,-117.3661
2019-01-05 18:01:45,-111.916,-116.848,-111.926,-117.3028
2019-01-05 18:01:49,-111.906,-116.896,-111.9254,-117.2276
2019-01-05 18:01:53,-111.937,-116.896,-111.9247,-117.1599
2019-01-05 18:01:57,-111.948,-116.863,-111.9241,-117.1324
2019-01-05 18:02:01,-111.948,-116.869,-111.9213,-117.0937
2019-01-05 18:02:05,-111.913,-116.943,-111.9157,-117.055
2019-01-05 18:02:09,-111.913,-116.943,-111.9131,-117.0259
2019-01-05 18:02:13,-111.846,-116.916,-111.9105,-117.0167
2019-01-05 18:02:17,-111.977,-116.931,-111.9064,-117.0101
2019-01-05 18:02:21,-111.978,-116.931,-111.9032,-117.0179
2019-01-05 18:02:25,-111.978,-116.692,-111.9016,-117.0342
2019-01-05 18:02:29,-111.933,-116.786,-111.8996,-117.0685
2019-01-05 18:02:33,-111.887,-116.922,-111.8975,-117.1003
2019-01-05 18:02:37,-111.797,-117.214,-111.8961,-117.1542
2019-01-05 18:02:41,-111.792,-117.214,-111.8947,-117.2101
2019-01-05 18:02:45,-111.792,-117.313,-111.8933,-117.2659
2019-01-05 18:02:49,-111.792,-117.313,-111.8934,-117.2924
2019-01-05 18:02:53,-111.834,-117.292,-111.8929,-117.3505
